text,label,normalized,language_tags,phonetic
long pe weather perfect tha,positive,long pe weather perfect tha,"['EN', 'HI', 'UNK', 'UNK', 'HI']",/lɒŋ peː weːətʰeːr peːrfeːkt tʰaː/
yoga joined feeling flexible already,positive,yoga joined feeling flexible already,"['UNK', 'EN', 'EN', 'EN', 'EN']",/joːgə dʒɔɪneːd fiːlɪŋ fleːksɪbleː ɔːlrediː/
yoga class joined feeling flexible,positive,yoga class joined feeling flexible,"['UNK', 'EN', 'EN', 'EN', 'EN']",/joːgə klɑːs dʒɔɪneːd fiːlɪŋ fleːksɪbleː/
yoga class joined feeling already flexible,positive,yoga class joined feeling already flexible,"['UNK', 'EN', 'EN', 'EN', 'EN', 'EN']",/joːgə klɑːs dʒɔɪneːd fiːlɪŋ ɔːlrediː fleːksɪbleː/
documentary dekhi inspiring very must watch,positive,documentary dekhi inspiring very must watch,"['UNK', 'HI', 'EN', 'EN', 'UNK', 'EN']",/doːkʊmeːntərj deːkʰɪ ɪnspɪrɪŋ veriː mʊst wɒtʃ/
documentary dekhi inspiring very must watch,positive,documentary dekhi inspiring very must watch,"['UNK', 'HI', 'EN', 'EN', 'UNK', 'EN']",/doːkʊmeːntərj deːkʰɪ ɪnspɪrɪŋ veriː mʊst wɒtʃ/
kya bekar service hain totally disappointed,negative,kya bekar service hai totally disappointed,"['HI', 'HI', 'UNK', 'HI', 'EN', 'EN']",/kjaː beːkaːr sɜːrvɪs hɛː toʊtəliː dɪsəpɔɪntɪd/
kyaa bakwas service he totally disappointed,negative,kya bakwas service hai totally disappointed,"['HI', 'HI', 'UNK', 'HI', 'EN', 'EN']",/kjaː bəkvaːs sɜːrvɪs hɛː toʊtəliː dɪsəpɔɪntɪd/
kya service bakwas hai totally disappointed,negative,kya service bakwas hai totally disappointed,"['HI', 'UNK', 'HI', 'HI', 'EN', 'EN']",/kjaː sɜːrvɪs bəkvaːs hɛː toʊtəliː dɪsəpɔɪntɪd/
day bahut tha nothing happened,negative,day bahut tha nothing happened,"['EN', 'HI', 'HI', 'EN', 'EN']",/deɪ bəhʊt tʰaː nʌθɪŋ hæpənd/
bahut nothing happened,negative,bahut nothing happened,"['HI', 'EN', 'EN']",/bəhʊt nʌθɪŋ hæpənd/
boht boring day tha nothing happened,negative,bahut boring day tha nothing happened,"['HI', 'HI', 'EN', 'HI', 'EN', 'EN']",/bəhʊt boːrɪŋ deɪ tʰaː nʌθɪŋ hæpənd/
ye film complete waste of time was,negative,ye film complete waste of time was,"['HI', 'EN', 'UNK', 'UNK', 'UNK', 'HI', 'EN']",/jeː fɪlm koːmpleːteː wəsteː oːf tɪmeː wɒz/
traffic mein hun stuck bahut frustrating,negative,traffic mein hun stuck bahut frustrating,"['EN', 'HI', 'HI', 'UNK', 'HI', 'EN']",/træfɪk mẽː hũː stʌk bəhʊt frʌstreɪtɪŋ/
traffic mein stuck hun bohot irritating,negative,traffic mein stuck hun bahut irritating,"['EN', 'HI', 'UNK', 'HI', 'HI', 'EN']",/træfɪk mẽː stʌk hũː bəhʊt ɪrrɪtətɪŋ/
kya ghatiya hai quality is product ki,negative,kya ghatiya hai quality is product ki,"['HI', 'UNK', 'HI', 'UNK', 'EN', 'UNK', 'HI']",/kjaː gʰətɪjə hɛː kʊəlɪtj ɪz proːdʊkt kiː/
kya quality hai is ki product,negative,kya quality hai is ki product,"['HI', 'UNK', 'HI', 'EN', 'HI', 'UNK']",/kjaː kʊəlɪtj hɛː ɪz kiː proːdʊkt/
kia ghatiya quality hai is product ki,negative,kya ghatiya quality hai is product ki,"['HI', 'UNK', 'UNK', 'HI', 'EN', 'UNK', 'HI']",/kjaː gʰətɪjə kʊəlɪtj hɛː ɪz proːdʊkt kiː/
bahut experience bura tha never going back,negative,bahut experience bura tha never going back,"['HI', 'UNK', 'HI', 'HI', 'EN', 'EN', 'UNK']",/bəhʊt ɪkspɪərɪəns bʊraː tʰaː nevər goʊɪŋ bæk/
boht ganda experience tha never going back,negative,bahut ganda experience tha never going back,"['HI', 'UNK', 'UNK', 'HI', 'EN', 'EN', 'UNK']",/bəhʊt gəndə ɪkspɪərɪəns tʰaː nevər goʊɪŋ bæk/
bohot bura experience thaa never going back,negative,bahut bura experience tha never going back,"['HI', 'HI', 'UNK', 'HI', 'EN', 'EN', 'UNK']",/bəhʊt bʊraː ɪkspɪərɪəns tʰaː nevər goʊɪŋ bæk/
itna wait karaya terrible,negative,itna wait karaya terrible,"['UNK', 'UNK', 'UNK', 'EN']",/ɪtnə weɪt kərəjə teːrrɪbleː/
itna wait for karaya nothing terrible,negative,itna wait for karaya nothing terrible,"['UNK', 'UNK', 'EN', 'UNK', 'EN', 'EN']",/ɪtnə weɪt fɔːr kərəjə nʌθɪŋ teːrrɪbleː/
ye toh tha completely,negative,ye toh tha completely,"['HI', 'HI', 'HI', 'EN']",/jeː toː tʰaː kəmpliːtliː/
ye food toh waste thaa completely tasteless,negative,ye food toh waste tha completely tasteless,"['HI', 'EN', 'HI', 'UNK', 'HI', 'EN', 'UNK']",/jeː fuːd toː wəsteː tʰaː kəmpliːtliː təsteːleːss/
toh bekar completely,negative,toh bekar completely,"['HI', 'HI', 'EN']",/toː beːkaːr kəmpliːtliː/
bahut sad kuch achha nahi hua,negative,bahut sad kuch acha nahi hua,"['HI', 'EN', 'HI', 'HI', 'HI', 'UNK']",/bəhʊt sæd kʊtʃ ətʃʰaː nəhĩː hʊə/
aaj bahut unhappy feeling hai kuch badhiya nhi hua,negative,aaj bahut unhappy feeling hai kuch badhiya nahi hua,"['HI', 'HI', 'UNK', 'EN', 'HI', 'HI', 'UNK', 'HI', 'UNK']",/aːdʒ bəhʊt ʊnhəppj fiːlɪŋ hɛː kʊtʃ bədʰɪjə nəhĩː hʊə/
boht aaj sad feeling hain kuch acha nahi hua,negative,bahut aaj sad feeling hai kuch acha nahi hua,"['HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'UNK']",/bəhʊt aːdʒ sæd fiːlɪŋ hɛː kʊtʃ ətʃʰaː nəhĩː hʊə/
customer worst service ever gussa aa raha hai,negative,customer worst service ever gussa aa raha hai,"['UNK', 'EN', 'UNK', 'UNK', 'UNK', 'HI', 'HI', 'HI']",/kʊstoːmeːr wɜːrst sɜːrvɪs eːveːr gʊssə aː rəhaː hɛː/
worst customer service ever gussa aa hai,negative,worst customer service ever gussa aa hai,"['EN', 'UNK', 'UNK', 'UNK', 'UNK', 'HI', 'HI']",/wɜːrst kʊstoːmeːr sɜːrvɪs eːveːr gʊssə aː hɛː/
worst service ever gussa aa raha,negative,worst service ever gussa aa raha,"['EN', 'UNK', 'UNK', 'UNK', 'HI', 'HI']",/wɜːrst sɜːrvɪs eːveːr gʊssə aː rəhaː/
is jagah pe mat jao total fraud is,negative,is jagah pe mat jao total fraud is,"['EN', 'UNK', 'HI', 'HI', 'HI', 'UNK', 'UNK', 'EN']",/ɪz dʒəgəh peː mət dʒaːoː toːtəl fraʊd ɪz/
is jagah pe jana mat total fraud hai,negative,is jagah pe jana mat total fraud hai,"['EN', 'UNK', 'HI', 'HI', 'HI', 'UNK', 'UNK', 'HI']",/ɪz dʒəgəh peː dʒaːnaː mət toːtəl fraʊd hɛː/
is jagah pe mat go total fraud hain,negative,is jagah pe mat go total fraud hai,"['EN', 'UNK', 'HI', 'HI', 'EN', 'UNK', 'UNK', 'HI']",/ɪz dʒəgəh peː mət goʊ toːtəl fraʊd hɛː/
pagal diya inhone with their nonsense,negative,pagal diya inhone with their nonsense,"['UNK', 'HI', 'UNK', 'EN', 'EN', 'UNK']",/pəgəl dɪjaː ɪnhoːneː wɪð ðeər noːnseːnseː/
disappointing very match was should have won,negative,disappointing very match was should have won,"['EN', 'EN', 'UNK', 'EN', 'UNK', 'EN', 'UNK']",/dɪsəppɔɪntɪŋ veriː məttʃ wɒz ʃaʊld hæv woːn/
disappointing bahut match tha should have won,negative,disappointing bahut match tha should have won,"['EN', 'HI', 'UNK', 'HI', 'UNK', 'EN', 'UNK']",/dɪsəppɔɪntɪŋ bəhʊt məttʃ tʰaː ʃaʊld hæv woːn/
bahut disappointing should have won,negative,bahut disappointing should have won,"['HI', 'EN', 'UNK', 'EN', 'UNK']",/bəhʊt dɪsəppɔɪntɪŋ ʃaʊld hæv woːn/
ye plan to fail ho gaya complete waste,negative,ye plan to fail ho gaya complete waste,"['HI', 'EN', 'HI', 'UNK', 'HI', 'HI', 'UNK', 'UNK']",/jeː plæn toː faɪl hoː gəjaː koːmpleːteː wəsteː/
ye plan to fail ho gya complete waste,negative,ye plan to fail ho gya complete waste,"['HI', 'EN', 'HI', 'UNK', 'HI', 'UNK', 'UNK', 'UNK']",/jeː plæn toː faɪl hoː gjə koːmpleːteː wəsteː/
what torture hain friend unbearable situation,negative,what torture hai friend unbearable situation,"['EN', 'UNK', 'HI', 'EN', 'EN', 'EN']",/wɒt toːrtʊreː hɛː frend ʊnbeːərəbleː sɪtʊətɪoːn/
kia torture hai yar unbearable situation,negative,kya torture hai yaar unbearable situation,"['HI', 'UNK', 'HI', 'HI', 'EN', 'EN']",/kjaː toːrtʊreː hɛː jaːr ʊnbeːərəbleː sɪtʊətɪoːn/
torture yaar unbearable,negative,torture yaar unbearable,"['UNK', 'HI', 'EN']",/toːrtʊreː jaːr ʊnbeːərəbleː/
headache ho raha he badly need rest,negative,headache ho raha hai badly need rest,"['UNK', 'HI', 'HI', 'HI', 'EN', 'EN', 'UNK']",/heːədətʃeː hoː rəhaː hɛː bədlj niːd reːst/
headache ho raha he badly need rest,negative,headache ho raha hai badly need rest,"['UNK', 'HI', 'HI', 'HI', 'EN', 'EN', 'UNK']",/heːədətʃeː hoː rəhaː hɛː bədlj niːd reːst/
ho headache raha hai badly need rest,negative,ho headache raha hai badly need rest,"['HI', 'UNK', 'HI', 'HI', 'EN', 'EN', 'UNK']",/hoː heːədətʃeː rəhaː hɛː bədlj niːd reːst/
phone hang ho raha he irritating kaafi,negative,phone hang ho raha hai irritating kaafi,"['EN', 'UNK', 'HI', 'HI', 'HI', 'EN', 'HI']",/foʊn həŋ hoː rəhaː hɛː ɪrrɪtətɪŋ kaːfɪ/
phone hang ho raha hai bahut irritating,negative,phone hang ho raha hai bahut irritating,"['EN', 'UNK', 'HI', 'HI', 'HI', 'HI', 'EN']",/foʊn həŋ hoː rəhaː hɛː bəhʊt ɪrrɪtətɪŋ/
phone hang ho rahaa irritating h bhut,negative,phone hang ho rahaa irritating hai bahut,"['EN', 'UNK', 'HI', 'HI', 'EN', 'HI', 'HI']",/foʊn həŋ hoː rəhaː ɪrrɪtətɪŋ hɛː bəhʊt/
order late cold food mila useless,negative,order late cold food mila useless,"['UNK', 'EN', 'UNK', 'EN', 'HI', 'UNK']",/oːrdeːr leɪt koːld fuːd mɪlaː ʊseːleːss/
order late aaya cold food useless mila,negative,order late aaya cold food useless mila,"['UNK', 'EN', 'HI', 'UNK', 'EN', 'UNK', 'HI']",/oːrdeːr leɪt aːjaː koːld fuːd ʊseːleːss mɪlaː/
exam very tough was not prepared enough,negative,exam very tough was not prepared enough,"['EN', 'EN', 'UNK', 'EN', 'UNK', 'EN', 'UNK']",/ɪgzæm veriː taʊgʰ wɒz noːt preːpəreːd eːnaʊgʰ/
exam bahut tough not tha prepared enough,negative,exam bahut tough not tha prepared enough,"['EN', 'HI', 'UNK', 'UNK', 'HI', 'EN', 'UNK']",/ɪgzæm bəhʊt taʊgʰ noːt tʰaː preːpəreːd eːnaʊgʰ/
boss ne daanta for no feeling reason low,negative,boss ne daanta for no feeling reason low,"['UNK', 'UNK', 'HI', 'EN', 'EN', 'EN', 'UNK', 'UNK']",/boːss neː daːntə fɔːr noʊ fiːlɪŋ reːəsoːn loːw/
boss ne daanta no reason feeling low,negative,boss ne daanta no reason feeling low,"['UNK', 'UNK', 'HI', 'EN', 'UNK', 'EN', 'UNK']",/boːss neː daːntə noʊ reːəsoːn fiːlɪŋ loːw/
not working cant do frustrated,negative,not working cant do frustrated,"['UNK', 'EN', 'UNK', 'HI', 'EN']",/noːt wɜːrkɪŋ kənt doː frʊstrəteːd/
wifi not working do cant anything frustrated,negative,wifi not working do cant anything frustrated,"['UNK', 'UNK', 'EN', 'HI', 'UNK', 'EN', 'EN']",/wɪfɪ noːt wɜːrkɪŋ doː kənt ənjtʰɪŋ frʊstrəteːd/
rain me bhig gaya feeling sick now,negative,rain mein bhig gaya feeling sick now,"['UNK', 'HI', 'UNK', 'HI', 'EN', 'UNK', 'EN']",/raɪn mẽː bʰɪg gəjaː fiːlɪŋ sɪkk naʊ/
spoiler mil ruined everything,negative,spoiler mil ruined everything,"['UNK', 'HI', 'EN', 'EN']",/spɔɪleːr mɪl rʊɪneːd evriːθɪŋ/
film spoiler gaya ruined,negative,film spoiler gaya ruined,"['EN', 'UNK', 'HI', 'EN']",/fɪlm spɔɪleːr gəjaː rʊɪneːd/
movie spoiler gaya ruined everything,negative,movie spoiler gaya ruined everything,"['EN', 'UNK', 'HI', 'EN', 'EN']",/muːviː spɔɪleːr gəjaː rʊɪneːd evriːθɪŋ/
alarm nahi baja ho gaya bad start,negative,alarm nahi baja ho gaya bad start,"['UNK', 'HI', 'UNK', 'HI', 'HI', 'EN', 'EN']",/ələrm nəhĩː bədʒə hoː gəjaː bæd stɑːrt/
alarm nahi late baja ho gaya bad start,negative,alarm nahi late baja ho gaya bad start,"['UNK', 'HI', 'EN', 'UNK', 'HI', 'HI', 'EN', 'EN']",/ələrm nəhĩː leɪt bədʒə hoː gəjaː bæd stɑːrt/
nahi late ho bad start,negative,nahi late ho bad start,"['HI', 'EN', 'HI', 'EN', 'EN']",/nəhĩː leɪt hoː bæd stɑːrt/
yaar ne cancel kiya last minute,negative,yaar ne cancel kya last minute,"['HI', 'UNK', 'UNK', 'HI', 'UNK', 'UNK']",/jaːr neː kənkeːl kjaː ləst mɪnʊteː/
friend cancel kiya last minute annoying,negative,friend cancel kya last minute annoying,"['EN', 'UNK', 'HI', 'UNK', 'UNK', 'EN']",/frend kənkeːl kjaː ləst mɪnʊteː ənɔɪɪŋ/
ac kharab ho gya itni garmi me terrible,negative,ac kharab ho gya itni garmi mein terrible,"['UNK', 'UNK', 'HI', 'UNK', 'UNK', 'UNK', 'HI', 'EN']",/ək kʰərəb hoː gjə ɪtnɪ gərmɪ mẽː teːrrɪbleː/
kharab ac ho gaya itni garmi mein awful,negative,kharab ac ho gaya itni garmi mein awful,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'UNK', 'HI', 'UNK']",/kʰərəb ək hoː gəjaː ɪtnɪ gərmɪ mẽː əwfʊl/
kharab ac ho gayaa itni garmi me terrible,negative,kharab ac ho gayaa itni garmi mein terrible,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'UNK', 'HI', 'EN']",/kʰərəb ək hoː gəjaː ɪtnɪ gərmɪ mẽː teːrrɪbleː/
paise ho waste gaye useless product,negative,paise ho waste gaye useless product,"['UNK', 'HI', 'UNK', 'HI', 'UNK', 'UNK']",/paɪseː hoː wəsteː gəjeː ʊseːleːss proːdʊkt/
sleep nahin aayi raat bhar tired feeling,negative,sleep nahi aayi raat bhar tired feeling,"['HI', 'HI', 'HI', 'HI', 'UNK', 'EN', 'EN']",/sliːp nəhĩː aːjɪ raːt bʰər taɪərd fiːlɪŋ/
sleep nahi aayi raat,negative,sleep nahi aayi raat,"['HI', 'HI', 'HI', 'HI']",/sliːp nəhĩː aːjɪ raːt/
sleep nahi aayi bhar feeling tired,negative,sleep nahi aayi bhar feeling tired,"['HI', 'HI', 'HI', 'UNK', 'EN', 'EN']",/sliːp nəhĩː aːjɪ bʰər fiːlɪŋ taɪərd/
car ho breakdown gayi middle of nowhere worst,negative,car ho breakdown gayi middle of nowhere worst,"['EN', 'HI', 'UNK', 'HI', 'UNK', 'UNK', 'UNK', 'EN']",/kɑːr hoː breːəkdoːwn gəjiː mɪddleː oːf noːwheːreː wɜːrst/
car breakdown ho gayi of worst,negative,car breakdown ho gayi of worst,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'EN']",/kɑːr breːəkdoːwn hoː gəjiː oːf wɜːrst/
fake product mila online se shopping cheated,negative,fake product mila online se shopping cheated,"['EN', 'UNK', 'HI', 'UNK', 'HI', 'EN', 'EN']",/fəkeː proːdʊkt mɪlaː oːnlɪneː seː ʃoːppɪŋ tʃeːəteːd/
product fake mila online shopping se cheated,negative,product fake mila online shopping se cheated,"['UNK', 'EN', 'HI', 'UNK', 'EN', 'HI', 'EN']",/proːdʊkt fəkeː mɪlaː oːnlɪneː ʃoːppɪŋ seː tʃeːəteːd/
presentation mess ho gayi moment,negative,presentation mess ho gayi moment,"['EN', 'UNK', 'HI', 'HI', 'EN']",/prezənteɪʃən meːss hoː gəjiː moːmeːnt/
mess ho gayi moment,negative,mess ho gayi moment,"['UNK', 'HI', 'HI', 'EN']",/meːss hoː gəjiː moːmeːnt/
flight delayed by hours wasted,negative,flight delayed by hours wasted,"['EN', 'EN', 'EN', 'UNK', 'EN']",/flaɪt deːləjeːd baɪ haʊrs wəsteːd/
delayed flight by hours wasted whole day,negative,delayed flight by hours wasted whole day,"['EN', 'EN', 'EN', 'UNK', 'EN', 'UNK', 'EN']",/deːləjeːd flaɪt baɪ haʊrs wəsteːd whoːleː deɪ/
hotel room dirty pathetic tha condition,negative,hotel room dirty pathetic tha condition,"['UNK', 'HI', 'UNK', 'UNK', 'HI', 'EN']",/hoːteːl ruːm dɪrtj pətʰeːtɪk tʰaː koːndɪtɪoːn/
hotel room dirty thaa pathetic condition,negative,hotel room dirty tha pathetic condition,"['UNK', 'HI', 'UNK', 'HI', 'UNK', 'EN']",/hoːteːl ruːm dɪrtj tʰaː pətʰeːtɪk koːndɪtɪoːn/
food poisoning ho gayaa horrible experience,negative,food poisoning ho gayaa horrible experience,"['EN', 'EN', 'HI', 'HI', 'EN', 'UNK']",/fuːd pɔɪsoːnɪŋ hoː gəjaː hoːrrɪbleː ɪkspɪərɪəns/
food poisoning ho horrible experience,negative,food poisoning ho horrible experience,"['EN', 'EN', 'HI', 'EN', 'UNK']",/fuːd pɔɪsoːnɪŋ hoː hoːrrɪbleː ɪkspɪərɪəns/
kho keys gayi locked out of house,negative,kho keys gayi locked out of house,"['UNK', 'UNK', 'HI', 'EN', 'UNK', 'UNK', 'UNK']",/kʰoː keːjs gəjiː loːkkeːd aʊt oːf haʊseː/
keys kho gayi locked of house,negative,keys kho gayi locked of house,"['UNK', 'UNK', 'HI', 'EN', 'UNK', 'UNK']",/keːjs kʰoː gəjiː loːkkeːd oːf haʊseː/
phone crack expensive repair,negative,phone crack expensive repair,"['EN', 'UNK', 'UNK', 'UNK']",/foʊn krəkk eːkspeːnsɪveː reːpaɪr/
screen phone crack ho gayi expensive repair,negative,screen phone crack ho gayi expensive repair,"['HI', 'EN', 'UNK', 'HI', 'HI', 'UNK', 'UNK']",/skriːn foʊn krəkk hoː gəjiː eːkspeːnsɪveː reːpaɪr/
gym band ho gayaa membership waste,negative,gym band ho gayaa membership waste,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'UNK']",/gjm bənd hoː gəjaː meːmbeːrʃɪp wəsteː/
rude behaviour mila shop pe again never,negative,rude behaviour mila shop pe again never,"['UNK', 'UNK', 'HI', 'UNK', 'HI', 'EN', 'EN']",/rʊdeː beːhəvɪaʊr mɪlaː ʃoːp peː əgen nevər/
rude behaviour shop mila pe never again,negative,rude behaviour shop mila pe never again,"['UNK', 'UNK', 'UNK', 'HI', 'HI', 'EN', 'EN']",/rʊdeː beːhəvɪaʊr ʃoːp mɪlaː peː nevər əgen/
project reject ho gaya months work of gone,negative,project reject ho gaya months work of gone,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'EN', 'UNK', 'EN']",/prɒdʒekt reːdʒeːkt hoː gəjaː moːntʰs wɜːrk oːf gɒn/
project reject ho gaya months work gone,negative,project reject ho gaya months work gone,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'EN', 'EN']",/prɒdʒekt reːdʒeːkt hoː gəjaː moːntʰs wɜːrk gɒn/
parking mili nahi drove around for hours,negative,parking mili nahi drove around for hours,"['EN', 'HI', 'HI', 'UNK', 'UNK', 'EN', 'UNK']",/pərkɪŋ mɪliː nəhĩː droːveː əraʊnd fɔːr haʊrs/
ne sota nahi diya whole night,negative,ne sota nahi diya whole night,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'EN']",/neː soːtə nəhĩː dɪjaː whoːleː naɪt/
printer jam gaya deadline miss hone wali,negative,printer jam gaya deadline miss hone wali,"['UNK', 'UNK', 'HI', 'UNK', 'UNK', 'UNK', 'UNK']",/prɪnteːr dʒəm gəjaː deːədlɪneː mɪss hoːneː wəlɪ/
wrong order deliver hua return process,negative,wrong order deliver hua return process,"['EN', 'UNK', 'UNK', 'UNK', 'UNK', 'UNK']",/wroːŋ oːrdeːr deːlɪveːr hʊə reːtʊrn proːkeːss/
wrong order hua return process tedious,negative,wrong order hua return process tedious,"['EN', 'UNK', 'UNK', 'UNK', 'UNK', 'UNK']",/wroːŋ oːrdeːr hʊə reːtʊrn proːkeːss teːdɪaʊs/
laptop ho hang gaya data save nahi hua,negative,laptop ho hang gaya data save nahi hua,"['UNK', 'HI', 'UNK', 'HI', 'UNK', 'UNK', 'HI', 'UNK']",/ləptoːp hoː həŋ gəjaː dətə səveː nəhĩː hʊə/
laptop hang ho gya data save nahin hua,negative,laptop hang ho gya data save nahi hua,"['UNK', 'UNK', 'HI', 'UNK', 'UNK', 'UNK', 'HI', 'UNK']",/ləptoːp həŋ hoː gjə dətə səveː nəhĩː hʊə/
noise hai very neighbours se cant concentrate,negative,noise hai very neighbours se cant concentrate,"['UNK', 'HI', 'EN', 'UNK', 'HI', 'UNK', 'UNK']",/nɔɪseː hɛː veriː neːɪgʰbaʊrs seː kənt koːnkeːntrəteː/
bahut noise hai neighbours se cant concentrate,negative,bahut noise hai neighbours se cant concentrate,"['HI', 'UNK', 'HI', 'UNK', 'HI', 'UNK', 'UNK']",/bəhʊt nɔɪseː hɛː neːɪgʰbaʊrs seː kənt koːnkeːntrəteː/
noise bahut hain neighbours cant se concentrate,negative,noise bahut hai neighbours cant se concentrate,"['UNK', 'HI', 'HI', 'UNK', 'UNK', 'HI', 'UNK']",/nɔɪseː bəhʊt hɛː neːɪgʰbaʊrs kənt seː koːnkeːntrəteː/
cold lag gayi medicine le raha weak feeling,negative,cold lag gayi medicine le raha weak feeling,"['UNK', 'UNK', 'HI', 'UNK', 'HI', 'HI', 'UNK', 'EN']",/koːld ləg gəjiː meːdɪkɪneː leː rəhaː weːək fiːlɪŋ/
bus miss ho gayi next one after hour 1,negative,bus miss ho gayi next one after hour 1,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'UNK', 'EN', 'UNK', 'UNK']",/bʌs mɪss hoː gəjiː neːkst oːneː ɑːftər haʊr 1/
miss ho gayi next after 1 hour,negative,miss ho gayi next after 1 hour,"['UNK', 'HI', 'HI', 'UNK', 'EN', 'UNK', 'UNK']",/mɪss hoː gəjiː neːkst ɑːftər 1 haʊr/
charger kharab ho gayaa phone dead now,negative,charger kharab ho gayaa phone dead now,"['UNK', 'UNK', 'HI', 'HI', 'EN', 'UNK', 'EN']",/tʃərgeːr kʰərəb hoː gəjaː foʊn deːəd naʊ/
kharab ho gaya now phone,negative,kharab ho gaya now phone,"['UNK', 'HI', 'HI', 'EN', 'EN']",/kʰərəb hoː gəjaː naʊ foʊn/
charger kharab ho gaya phone dead,negative,charger kharab ho gaya phone dead,"['UNK', 'UNK', 'HI', 'HI', 'EN', 'UNK']",/tʃərgeːr kʰərəb hoː gəjaː foʊn deːəd/
meeting sust was waste of 2 hours,negative,meeting sust was waste of 2 hours,"['EN', 'UNK', 'EN', 'UNK', 'UNK', 'UNK', 'UNK']",/miːtɪŋ sʊst wɒz wəsteː oːf 2 haʊrs/
boring meeting thi waste of hours,negative,boring meeting thi waste of hours,"['HI', 'EN', 'HI', 'UNK', 'UNK', 'UNK']",/boːrɪŋ miːtɪŋ tʰiː wəsteː oːf haʊrs/
chai peene chalein kiya after meeting,neutral,chai peene chalein kya after meeting,"['HI', 'HI', 'UNK', 'HI', 'EN', 'EN']",/tʃaːiː piːneː tʃəlẽː kjaː ɑːftər miːtɪŋ/
chai peene chalein after kia meeting,neutral,chai peene chalein after kya meeting,"['HI', 'HI', 'UNK', 'EN', 'HI', 'EN']",/tʃaːiː piːneː tʃəlẽː ɑːftər kjaː miːtɪŋ/
chai chalein kya after meeting,neutral,chai chalein kya after meeting,"['HI', 'UNK', 'HI', 'EN', 'EN']",/tʃaːiː tʃəlẽː kjaː ɑːftər miːtɪŋ/
aaj monday hai back work to,neutral,aaj monday hai back work to,"['HI', 'UNK', 'HI', 'UNK', 'EN', 'HI']",/aːdʒ mənɖeː hɛː bæk wɜːrk toː/
aaj hai back to work,neutral,aaj hai back to work,"['HI', 'HI', 'UNK', 'HI', 'EN']",/aːdʒ hɛː bæk toː wɜːrk/
aaj monday back hai to work,neutral,aaj monday back hai to work,"['HI', 'UNK', 'UNK', 'HI', 'HI', 'EN']",/aːdʒ mənɖeː bæk hɛː toː wɜːrk/
office mein hun will call later,neutral,office mein hun will call later,"['EN', 'HI', 'HI', 'UNK', 'EN', 'UNK']",/ɒfɪs mẽː hũː wɪl kɔːl leɪtər/
mein office hun abi will call later,neutral,mein office hun abhi will call later,"['HI', 'EN', 'HI', 'HI', 'UNK', 'EN', 'UNK']",/mẽː ɒfɪs hũː əbʰiː wɪl kɔːl leɪtər/
kal movie dekhne shayad,neutral,kal movie dekhne shayad,"['HI', 'EN', 'UNK', 'HI']",/kəl muːviː deːkʰneː ʃaːjəd/
tomorrow movie dekhne jayenge shayad,neutral,tomorrow movie dekhne jayenge shayad,"['EN', 'EN', 'UNK', 'UNK', 'HI']",/təmɒroʊ muːviː deːkʰneː dʒəjeːŋeː ʃaːjəd/
3 baje dont forget,neutral,3 baje dont forget,"['UNK', 'UNK', 'UNK', 'UNK']",/3 bədʒeː doːnt foːrgeːt/
meeting 3 baje is dont forget,neutral,meeting 3 baje is dont forget,"['EN', 'UNK', 'UNK', 'EN', 'UNK', 'UNK']",/miːtɪŋ 3 bədʒeː ɪz doːnt foːrgeːt/
meeting 3 baje dont hai forget,neutral,meeting 3 baje dont hai forget,"['EN', 'UNK', 'UNK', 'UNK', 'HI', 'UNK']",/miːtɪŋ 3 bədʒeː doːnt hɛː foːrgeːt/
ghar pahunch gya just reached home,neutral,ghar pahunch gya just reached home,"['HI', 'UNK', 'UNK', 'EN', 'EN', 'UNK']",/gʰər pəhʊntʃ gjə dʒʌst reːətʃeːd hoːmeː/
pahunch gaya just reached home,neutral,pahunch gaya just reached home,"['UNK', 'HI', 'EN', 'EN', 'UNK']",/pəhʊntʃ gəjaː dʒʌst reːətʃeːd hoːmeː/
kiya plan hai weekend ka let me know,neutral,kya plan hai weekend ka let mein know,"['HI', 'EN', 'HI', 'HI', 'HI', 'UNK', 'HI', 'EN']",/kjaː plæn hɛː wiːkeːnd kaː leːt mẽː noʊ/
kya plan hai weekend ka me let know,neutral,kya plan hai weekend ka mein let know,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'UNK', 'EN']",/kjaː plæn hɛː wiːkeːnd kaː mẽː leːt noʊ/
abhi lunch break me hun will reply,neutral,abhi lunch break mein hun will reply,"['HI', 'EN', 'UNK', 'HI', 'HI', 'UNK', 'EN']",/əbʰiː lʌntʃ breːək mẽː hũː wɪl reːplj/
abhi lunch mein hun will reply,neutral,abhi lunch mein hun will reply,"['HI', 'EN', 'HI', 'HI', 'UNK', 'EN']",/əbʰiː lʌntʃ mẽː hũː wɪl reːplj/
